RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,IsTarDirtyAttack,IsLastResortSuccessFinish,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,IsOnlyHitEmAttack
101,SLIP(22),NONE(1996289920),FRONT(0),0.0,27.0,0.0,NORMAL(0),40.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Jab_Gun_ToBarrier,,,13,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.1, 'radius': 0.15}",,,,,,,,,,,,,,,,,,,
23,SMASH(21),NONE(1996289920),CENTER(6),0.0,13.0,0.0,NORMAL(0),90.0,M(-1996372096),NONE(-94023312),ICE(4),0.0,52.0,FREEZE(2077525120),False,100.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Burst_ResetJetHL,,,2,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 1.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': -2.0, 'z': 0.0}, 'radius': 4.0}",,,,,,,,,,,,,,,,,,,
24,SMASH_MIDDLE(20),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,8.0,0.0,ALL_RANGE(1),30.0,S(165454032),NONE(-94023312),ICE(4),0.0,32.0,FREEZE(2077525120),False,50.0,True,0.0,50.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Burst_StrongJabHL,,,33,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}",,,,,,,,,,,,,,,,,,,
25,SMASH_HYPER(10),NONE(1996289920),FRONT(0),0.0,120.0,0.0,SKILL_GUARD(3),100.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,100.0,USE_MULIT_HIT(1),60.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Gun_AddDamage,,,31,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 5.0}",,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeltaAttack_Area_Sensor,,,26,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 30.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -30.0}, 'radius': 42.0}",,,,,,,,,,,,NO_HIT_CANCEL(6),,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeltaAttack_Laser_Sensor,,,24,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 8.0}",,,,,,,,,,,,NO_HIT_CANCEL(6),,,,,,,
26,SMASH(21),NONE(1996289920),CENTER(6),0.0,13.0,0.0,NORMAL(0),90.0,M(-1996372096),NONE(-94023312),FIRE(1),0.0,52.0,FIRE(-241644512),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Burst_ResetJetStart,,,1,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 1.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': -2.0, 'z': 0.0}, 'radius': 3.5}",,,,,,,,,,,,,,,,,,,
27,SMASH(21),NONE(1996289920),CENTER(6),0.0,13.0,0.0,NORMAL(0),90.0,M(-1996372096),NONE(-94023312),ICE(4),0.0,52.0,FREEZE(2077525120),False,100.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Burst_ResetJetStartHL,,,3,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 1.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': -2.0, 'z': 0.0}, 'radius': 4.0}",,,,,,,,,,,,,,,,,,,
104,NONE(55),NONE(1996289920),OWNER_CENTER(1461833728),0.0,50.0,0.0,UNABLE_GUARD(2),0.0,LL(614520192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,AreaMoveMissile_BurstF_ToBarrier,,,8,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 15.0}",,,,,,,,,,,,,,,,,,,
105,NONE(55),NONE(1996289920),OWNER_CENTER(1461833728),0.0,50.0,0.0,UNABLE_GUARD(2),0.0,LL(614520192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,AreaMoveMissile_BurstW_ToBarrier,,,9,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 7.0}",,,,,,,,,,,,,,,,,,,
28,SMASH_HYPER(10),NONE(1996289920),FRONT(0),0.0,120.0,0.0,SKILL_GUARD(3),100.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,100.0,USE_MULIT_HIT(1),60.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,GunHL,,,27,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 2.7}",,,,,,,,,,,,,,,,,,,
106,NONE(55),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,NORMAL(0),0.0,LL(614520192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,MasterdBomb_ToBarrier,,,22,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.65}",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0166_00_Shell_Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RocketPunch,,,0,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",,,,,,,,,,,,,,,,,,,False
