RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,ExEmote03AttackType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,CollabDamageUIType,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType,Type
106,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),FIRE(1),0.0,60.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【火】Lv1,,響周波【火】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
107,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),FIRE(1),0.0,100.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【火】Lv2,,響周波【火】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
108,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),FIRE(1),0.0,140.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【火】Lv3,,響周波【火】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
109,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),WATER(2),0.0,60.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【水】Lv1,,響周波【水】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
110,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),WATER(2),0.0,100.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【水】Lv2,,響周波【水】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
111,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),WATER(2),0.0,140.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【水】Lv3,,響周波【水】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
112,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),ELEC(3),0.0,60.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【雷】Lv1,,響周波【雷】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
113,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),ELEC(3),0.0,100.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【雷】Lv2,,響周波【雷】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
114,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),ELEC(3),0.0,140.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【雷】Lv3,,響周波【雷】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
115,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),ICE(4),0.0,60.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【氷】Lv1,,響周波【氷】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
116,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),ICE(4),0.0,100.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【氷】Lv2,,響周波【氷】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
117,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),ICE(4),0.0,140.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【氷】Lv3,,響周波【氷】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
118,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),DRAGON(5),0.0,60.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【龍】Lv1,,響周波【龍】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
119,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),DRAGON(5),0.0,100.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【龍】Lv2,,響周波【龍】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
120,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),DRAGON(5),0.0,140.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【龍】Lv3,,響周波【龍】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
121,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,POISON(1990626048),False,50.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【毒】Lv1,,響周波【毒】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
122,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,POISON(1990626048),False,100.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【毒】Lv2,,響周波【毒】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
123,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,POISON(1990626048),False,150.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【毒】Lv3,,響周波【毒】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
124,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,PARALYSE(-1247186944),False,50.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【麻痺】Lv1,,響周波【麻痺】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
125,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,PARALYSE(-1247186944),False,100.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【麻痺】Lv2,,響周波【麻痺】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
126,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,PARALYSE(-1247186944),False,150.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【麻痺】Lv3,,響周波【麻痺】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
127,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,SLEEP(1974656256),False,50.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【睡眠】Lv1,,響周波【睡眠】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
128,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,SLEEP(1974656256),False,100.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【睡眠】Lv2,,響周波【睡眠】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
129,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,SLEEP(1974656256),False,150.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【睡眠】Lv3,,響周波【睡眠】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
130,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,BLAST(-1852839936),False,50.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【爆破】Lv1,,響周波【爆破】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
131,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,BLAST(-1852839936),False,100.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【爆破】Lv2,,響周波【爆破】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
132,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,85.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,BLAST(-1852839936),False,150.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),PHYSICAL(0),0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【爆破】Lv3,,響周波【爆破】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
